publication_number,citation_publication_number
IL-258486-A,US-3870712-A
IL-258486-A,US-5523408-A
IL-258486-A,WO-9857952-A1
IL-258486-A,WO-9857931-A2
IL-258486-A,
IL-258643-B,US-2003234298-A1
IL-258643-B,WO-2014184095-A1
IL-260278-A,US-2010284982-A1
IL-260278-A,WO-2015042204-A1
IL-260278-A,
IL-267971-A,US-2014158812-A1
IL-269595-B1,US-3718171-A
IL-269595-B1,US-4473201-A
IL-269595-B1,US-4497462-A
IL-269595-B1,US-2011121135-A1
IL-273173-B1,WO-2012177784-A2
IL-273173-B1,WO-2013074974-A2
IL-273173-B1,WO-2015168589-A2
IL-273173-B1,WO-2016149331-A2
IL-273173-B1,WO-2016168286-A1
IL-273173-B1,WO-2017059223-A2
IL-273899-B2,EP-0840573-A1
IL-273899-B2,US-2015305776-A1
IL-273899-B2,US-2017265898-A1
IL-274443-B2,US-2013314668-A1
IL-274443-B2,US-2016073091-A1
IL-274443-B2,US-2016189387-A1
IL-274487-B2,WO-0216322-A2
IL-274487-B2,WO-2004046114-A1
IL-274487-B2,WO-2016173998-A1
IL-276642-B1,US-4068696-A
IL-276642-B1,US-4759756-A
IL-276642-B1,US-2004024354-A1
IL-276642-B1,US-2015250681-A1
IL-276642-B1,US-2015297839-A1
IL-278115-B2,WO-2017056926-A1
IL-279604-B2,US-6267771-B1
IL-279604-B2,US-6287549-B1
IL-279604-B2,US-2003216719-A1
IL-279604-B2,US-2016074116-A1
IL-279604-B2,US-2017151330-A1
IL-280080-B1,US-9144411-B2
IL-287068-B1,EP-0170784-A1
IL-287068-B1,EP-1679365-A1
IL-287068-B1,US-2008045857-A1
IL-287375-B2,US-2009272914-A1
IL-287375-B2,US-2015160450-A1
IL-287375-B2,US-2016041095-A1
IL-287958-B1,EP-2111869-A1
IL-287958-B1,WO-2011143624-A2
IL-287958-B1,WO-2013119714-A1
IL-287958-B1,WO-2014087248-A2
IL-287958-B1,
IL-288048-B2,WO-2009026558-A1
IL-288048-B2,WO-2009055783-A2
IL-288048-B2,US-2010166768-A1
IL-288048-B2,WO-2011028938-A1
IL-292546-B2,DE-102007048463-B4
IL-292546-B2,US-2010294939-A1
IL-292546-B2,US-2013344277-A1
IL-293802-B1,US-7627975-B1
IL-293802-B1,US-2014047754-A1
IL-295162-A,US-2002112872-A1
IL-295162-A,US-2004192093-A1
IL-295162-A,DE-202010015912-U1
IL-295162-A,US-2019035516-A1
IL-295162-A,US-2021366632-A1
IL-295162-A,EP-3971941-A1
IL-295162-A,
IL-301670-B1,US-2008179359-A1
IL-301670-B1,US-7584875-B2
IL-301670-B1,CZ-29742-U1
IL-307609-B2,WO-9603883-A1
IL-307609-B2,US-9834608-B2
IL-307609-B2,US-2019011080-A1
IL-321983-B1,CN-219029647-U
IT-201600074410-A1,US-1545269-A
IT-201600074410-A1,GB-2054731-A
IT-201600074410-A1,DE-3243747-A1
IT-201600074410-A1,DE-3522285-A1
IT-201600074410-A1,WO-9832627-A1
IT-201600101875-A1,
IT-201600107111-A1,EP-1332689-A1
IT-201600107111-A1,EP-1915917-A1
IT-201600107111-A1,EP-1952713-A1
IT-201600107111-A1,WO-2013150489-A1
IT-201600107111-A1,EP-3097807-A1
IT-201600109323-A1,GB-1249720-A
IT-201600109323-A1,EP-0008373-A1
IT-201600109323-A1,US-5484837-A
IT-201600109323-A1,WO-2006032423-A1
IT-201600109323-A1,WO-2007039602-A2
IT-201600109323-A1,US-2008189879-A1
IT-201600114608-A1,EP-1895218-A1
IT-201600114608-A1,DE-102007060395-A1
IT-201600114608-A1,EP-2096289-A1
IT-201600114608-A1,CN-103821643-A
IT-201600114608-A1,CN-103850833-A
IT-201600115138-A1,GB-982937-A
IT-201600115138-A1,GB-2110184-A
IT-201600115138-A1,US-4450965-A
IT-201600115138-A1,FR-2706863-A1
IT-201600118233-A1,DE-29517545-U1
IT-201600118233-A1,DE-19954298-A1
IT-201600118233-A1,US-6832817-B1
IT-201600118233-A1,US-2016345741-A1
IT-201600118233-A1,
IT-201700006460-A1,US-4588365-A
IT-201700006460-A1,JP-H0655569-A
IT-201700006460-A1,JP-2001277283-A
IT-201700006460-A1,JP-2010269518-A
IT-201700020944-A1,US-2563951-A
IT-201700020944-A1,US-2012032484-A1
IT-201700021390-A1,CA-2767266-A1
IT-201700021390-A1,US-2014173811-A1
IT-201700027841-A1,JP-S60207710-A
IT-201700027841-A1,US-4872500-A
IT-201700027841-A1,JP-H11291101-A
IT-201700027841-A1,WO-2004021913-A2
IT-201700027841-A1,EP-2301694-A2
IT-201700027841-A1,US-2011195377-A1
IT-201700083272-A1,DE-3244209-A1
IT-201700083272-A1,DE-29616242-U1
IT-201700083272-A1,EP-2589842-A1
IT-201700083272-A1,
IT-201700088621-A1,WO-2004047717-A2
IT-201700088621-A1,CN-101579334-A
IT-201700088621-A1,JP-2016088857-A
IT-201700088621-A1,
IT-201700103344-A1,US-3636394-A
IT-201700103344-A1,EP-1337013-A2
IT-201700103344-A1,DE-102013226844-A1
IT-201700105600-A1,US-6105309-A
IT-201700105600-A1,JP-2008245554-A
IT-201700105600-A1,US-2014115958-A1
IT-201700105600-A1,US-9681504-B1
IT-201700105600-A1,US-2017223904-A1
IT-201800000641-A1,
IT-201800003401-A1,JP-S63159513-A
IT-201800003401-A1,WO-9000184-A1
IT-201800003401-A1,JP-2008087247-A
IT-201800003401-A1,DE-102008017960-A1
IT-201800003401-A1,EP-2153976-A1
IT-201800003401-A1,WO-2016035021-A1
IT-201800003401-A1,
IT-201800004265-A1,US-4893721-A
IT-201800004265-A1,US-2015250715-A1
IT-201800004265-A1,US-2016120808-A1
IT-201800004265-A1,WO-2018020237-A1
IT-201800007932-A1,GB-2397122-A
IT-201800007932-A1,WO-2008064396-A1
IT-201800007932-A1,US-2011037971-A1
IT-201800007932-A1,US-2011194111-A1
IT-201800007932-A1,US-2015228171-A1
IT-201800007932-A1,WO-2018005213-A1
IT-201800007932-A1,EP-3287999-A1
IT-201800009254-A1,US-6505776-B1
IT-201800009254-A1,DE-102007025521-A1
IT-201800009254-A1,US-2018089870-A1
IT-201800009254-A1,US-2018103778-A1
IT-201800009457-A1,DE-19857970-A1
IT-201800009457-A1,WO-2007135341-A1
IT-201800009457-A1,WO-2015159256-A1
IT-201800009457-A1,WO-2016185394-A2
IT-201800009497-A1,EP-0621099-A1
IT-201800009497-A1,EP-2832507-A1
IT-201800010828-A1,WO-2008044222-A2
IT-201800010828-A1,WO-2011148350-A1
IT-201800010828-A1,US-2017340472-A1
IT-201800010828-A1,EP-3498117-A1
IT-201800020965-A1,WO-9613301-A2
IT-201800020965-A1,US-5569235-A
IT-201800020965-A1,WO-9924090-A1
IT-201800020965-A1,WO-2015044834-A1
IT-201800020965-A1,WO-2015044835-A1
IT-201900000999-A1,EP-1588913-A1
IT-201900000999-A1,WO-2010034476-A1
IT-201900000999-A1,WO-2017058237-A1
IT-201900000999-A1,CN-104908321-B
IT-201900002099-A1,JP-H0680383-A
IT-201900002099-A1,JP-2013035651-A
IT-201900002099-A1,WO-2018090104-A1
IT-201900002099-A1,CN-108791751-A
IT-201900006026-A1,US-4751501-A
IT-201900006026-A1,US-5427596-A
IT-201900006026-A1,US-2005247194-A1
IT-201900006026-A1,US-2012323375-A1
IT-201900006026-A1,WO-2018031403-A1
IT-201900006495-A1,FR-823390-A
IT-201900006495-A1,DE-967430-C
IT-201900006495-A1,DE-2447118-A1
IT-201900006495-A1,FR-2448464-A1
IT-201900006495-A1,FR-2593758-A1
IT-201900006495-A1,JP-H05131920-A
IT-201900006495-A1,US-2011022252-A1
IT-201900006495-A1,WO-2011161333-A1
IT-201900006495-A1,WO-2015077806-A1
IT-201900006495-A1,WO-2015166357-A1
IT-201900016139-A1,EP-0722034-A1
IT-201900016139-A1,EP-1911925-A2
IT-201900016139-A1,DE-102017126455-A1
IT-201900025372-A1,EP-1589328-A1
IT-201900025372-A1,DE-102017211738-A1
IT-202000001576-A1,EP-2276015-A2
IT-202000001576-A1,EP-3162954-A1
IT-202000001576-A1,IT-201800007416-A1
IT-202000004252-A1,US-2018137201-A1
IT-202000009088-A1,US-2013067656-A1
IT-202000009088-A1,WO-2015019371-A1
IT-202000009088-A1,EP-3431132-A2
IT-202000009088-A1,IT-201800009586-A1
IT-202000014725-A1,US-5434196-A
IT-202000014725-A1,EP-1437624-A1
IT-202000014725-A1,EP-1508834-A2
IT-202000014725-A1,EP-2019975-A1
IT-202000014725-A1,US-2016369104-A1
IT-202000014725-A1,WO-2019130306-A1
IT-202000014725-A1,WO-2019204807-A1
IT-202000015424-A1,CN-104029373-A
IT-202000015424-A1,EP-2995436-A1
IT-202000015424-A1,CN-107718369-A
IT-202000015424-A1,CN-108251901-A
IT-202000015424-A1,KR-101941264-B1
IT-202000016870-A1,WO-0230766-A2
IT-202000016870-A1,US-6565743-B1
IT-202000016870-A1,WO-2006031838-A1
IT-202000016870-A1,US-2008203007-A1
IT-202000016870-A1,WO-2010142473-A1
IT-202000016870-A1,WO-2014144191-A1
IT-202000016870-A1,US-2016031721-A1
IT-202000016870-A1,US-2018044201-A1
IT-202000016870-A1,WO-2020144642-A1
IT-202000017524-A1,US-2009044600-A1
IT-202000017524-A1,US-2014053634-A1
IT-202000017524-A1,CN-111122407-A
IT-202000017524-A1,
IT-202000019636-A1,CN-202399326-U
IT-202000019636-A1,CN-102343601-B
IT-202000019636-A1,WO-2014074023-A2
IT-202000019636-A1,US-10369719-B1
IT-202000019636-A1,US-2020039105-A1
IT-202000027459-A1,US-2017037874-A1
IT-202000027459-A1,US-2017152868-A1
IT-202000027459-A1,US-2020164526-A1
IT-202100001580-A1,JP-S5332861-U
IT-202100001580-A1,US-4143468-A
IT-202100001580-A1,US-6088931-A
IT-202100001580-A1,DE-19933960-C1
IT-202100001580-A1,US-6621087-B1
IT-202100001580-A1,US-2006201018-A1
IT-202100001580-A1,EP-1967284-A2
IT-202100001580-A1,JP-2014023993-A
IT-202100001580-A1,WO-2015022857-A1
IT-202100001580-A1,EP-2198981-B1
IT-202100003080-A1,JP-2005172680-A
IT-202100003080-A1,US-2015064703-A1
IT-202100003080-A1,US-9902987-B2
IT-202100003080-A1,
IT-202100010916-A1,WO-2010132857-A1
IT-202100010916-A1,US-2011278500-A1
IT-202100010916-A1,CN-106727252-A
IT-202100010916-A1,US-10398637-B2
IT-202100010916-A1,US-2021093539-A1
IT-202100010916-A1,
IT-202100014978-A1,DE-102009024773-A1
IT-202100014978-A1,DE-102010047421-A1
IT-202100015656-A1,US-2018182088-A1
IT-202100015656-A1,SE-1930309-A1
IT-202100015656-A1,
IT-202100026369-A1,CN-101814130-A
IT-202100026369-A1,WO-2012068675-A1
IT-202100026369-A1,US-2017272647-A1
IT-202100032714-A1,US-3776676-A
IT-202100032714-A1,WO-9202351-A1
IT-202200000932-A1,US-6569329-B1
IT-202200000932-A1,US-2004060873-A1
IT-202200000932-A1,CN-203513390-U
IT-202200000932-A1,EP-3356298-A1
IT-202200005087-A1,GB-1159729-A
IT-202200005087-A1,EP-2107581-A1
IT-202200005087-A1,WO-2013079091-A1
IT-202200005087-A1,EP-2853012-B1
IT-202200005087-A1,WO-2018070589-A1
IT-202200005840-A1,WO-2011161142-A1
IT-202200005840-A1,CN-105661617-B
IT-202200005960-A1,US-5229044-A
IT-202200005960-A1,JP-2011056572-A
IT-202200005960-A1,US-2014144205-A1
IT-202200005960-A1,JP-2014213350-A
IT-202200005960-A1,CN-105115662-A
IT-202200005960-A1,CN-207894551-U
IT-202200010205-A1,WO-9317926-A1
IT-202200010205-A1,JP-2002249151-A
IT-202200010205-A1,EP-1354810-A1
IT-202200010205-A1,EP-2548811-A1
IT-202200010205-A1,IT-TO20150224-A1
IT-202200015396-A1,EP-0545185-A1
IT-202200015396-A1,US-2017166097-A1
IT-202200015396-A1,EP-3763563-A1
IT-202200022080-A1,JP-H09229495-A
IT-202200022080-A1,US-2017167762-A1
IT-202200022080-A1,EP-3499148-A1
IT-202200022080-A1,EP-3633290-A1
IT-202200022080-A1,GB-2588714-A
IT-202200022080-A1,WO-2021223481-A1
IT-202300000480-A1,US-5625639-A
IT-202300000480-A1,US-2009196329-A1
IT-202300000480-A1,US-2017078125-A1
IT-202300000480-A1,EP-3896861-A1
IT-202300002550-A1,JP-2000030732-A
IT-202300002550-A1,CN-102386372-A
IT-202300002550-A1,KR-101726381-B1
IT-202300002550-A1,CN-209001039-U
IT-202300002550-A1,KR-102028360-B1
IT-202300004671-A1,US-3920176-A
IT-202300004671-A1,US-4256252-A
IT-202300004671-A1,EP-0774622-A1
IT-202300004671-A1,JP-H09267168-A
IT-202300004671-A1,US-2004050905-A1
IT-202300004671-A1,US-2010139094-A1
IT-202300004671-A1,KR-20110125707-A
IT-202300004671-A1,CN-205551724-U
IT-202300004671-A1,CN-106425003-A
IT-202300004671-A1,CN-114178646-A
IT-202300005016-A1,GB-1459575-A
IT-202300005016-A1,US-10106467-B1
IT-202300006765-A1,US-2011185874-A1
IT-202300006765-A1,CN-114378580-A
IT-202300009375-A1,US-2015305974-A1
IT-202300009375-A1,US-2017290436-A1
IT-202300009375-A1,EP-3991612-A1
IT-202300013530-A1,DE-1235100-B
IT-202300013530-A1,JP-S56165664-A
IT-202300013530-A1,JP-S576908-A
IT-202300013530-A1,DE-3109110-A1
IT-202300013530-A1,DE-3709271-A1
IT-202300013530-A1,JP-H02112824-A
IT-202300013530-A1,EP-0723825-A1
IT-202300013530-A1,EP-0916422-B1
IT-202300013530-A1,WO-2013164431-A1
IT-202300013530-A1,WO-2022150440-A1
IT-202300013530-A1,KR-20230035934-A
IT-202300015180-A1,EP-2949632-A1
IT-202300015180-A1,CN-107777943-A
IT-202300015180-A1,CN-109987900-A
IT-202300015180-A1,
IT-202300019125-A1,EP-0361365-A1
IT-202300019125-A1,US-6372938-B1
IT-202300019125-A1,US-2007004805-A1
IT-202300019125-A1,CN-102757334-A
IT-202300019125-A1,IN-2012MU01279-A
IT-202300019125-A1,
IT-202300021747-A1,CN-200985074-Y
IT-202300021747-A1,CN-109515589-A
IT-202300021747-A1,US-2021062841-A1
IT-202300021747-A1,WO-2022162579-A1
IT-202300021747-A1,DE-202023104373-U1
IT-202300024867-A1,US-4366813-A
IT-202300024867-A1,US-2003069531-A1
IT-202300024867-A1,US-7749181-B2
IT-202300024867-A1,US-2018042754-A1
IT-202300024867-A1,US-2020237545-A1
IT-202400003595-A1,DE-9002099-U1
IT-202400003595-A1,DE-4318966-A1
IT-202400003595-A1,EP-1155965-A1
IT-202400003595-A1,EP-2301860-A1
IT-202400003595-A1,US-D666691-S
IT-202400003595-A1,FR-3079827-A1
IT-202400003595-A1,US-2020172328-A1
IT-AN20130035-A1,US-5451248-A
IT-AN20130035-A1,EP-0880903-A1
IT-BO20090532-A1,US-5647864-A
IT-BO20090532-A1,US-2005130543-A1
IT-BO20090708-A1,EP-0032683-A1
IT-BO20090708-A1,EP-0032682-A1
IT-BO20090708-A1,EP-0215366-A2
IT-BO20090708-A1,US-2005148479-A1
IT-BO20090708-A1,GB-2420341-A
IT-BO20090708-A1,DE-102005004487-A1
IT-BO20090708-A1,FR-2885789-A1
IT-BO20090708-A1,WO-2008145964-A1
IT-BO20090708-A1,WO-2009095638-A1
IT-BO20120363-A1,DE-102008031456-A1
IT-BO20120363-A1,US-2011167956-A1
IT-BO20120363-A1,EP-2447571-A1
IT-BO20120363-A1,EP-2468553-A1
IT-BS20100069-A1,US-2003021115-A1
IT-BS20100069-A1,WO-2005106320-A1
IT-BS20100069-A1,WO-2008112284-A1
IT-BS20100069-A1,US-2010061095-A1
IT-CB20080004-A1,JP-S62142853-A
IT-CB20080004-A1,JP-H05223014-A
IT-CB20080004-A1,JP-H06129313-A
IT-CB20080004-A1,JP-2003328859-A
IT-CB20080004-A1,EP-1418332-A2
IT-CE20100009-A1,DE-876021-C
IT-CE20100009-A1,JP-S59162337-A
IT-CE20100009-A1,DE-3525246-A1
IT-CE20100009-A1,DE-102004011414-A1
IT-CE20100009-A1,WO-2008036999-A1
IT-CS20110002-A1,DE-2505290-A1
IT-CS20110002-A1,US-2005121915-A1
IT-CS20110002-A1,WO-2010067341-A2
IT-CS20110002-A1,DE-102009012168-A1
IT-FI20100086-A1,WO-2006013124-A1
IT-FI20100086-A1,EP-1859714-A1
IT-FI20100086-A1,FR-2916336-A1
IT-FI20100086-A1,EP-2177136-A1
IT-FI20130197-A1,US-622474-A
IT-FI20130197-A1,US-2929937-A
IT-FI20130197-A1,US-4272685-A
IT-FI20130197-A1,JP-H09177652-A
IT-FI20130197-A1,US-2006237972-A1
IT-FI20130197-A1,WO-2011019094-A1
IT-FI20130197-A1,WO-2012054276-A1
IT-FO20110003-A1,CH-614349-A5
IT-FO20110003-A1,US-2009126257-A1
IT-FO20110003-A1,US-7694456-B1
IT-FO20110003-A1,CN-101904533-A
IT-FO20110003-A1,CN-102086432-A
IT-FO20110003-A1,CN-102161957-A
IT-FO20110003-A1,CN-102181359-A
IT-FO20110003-A1,
IT-MI20090014-A1,EP-1857127-A1
IT-MI20090014-A1,WO-2008089730-A2
IT-MI20090014-A1,US-2008255510-A1
IT-MI20090638-A1,US-2003101970-A1
IT-MI20090638-A1,US-2003108443-A1
IT-MI20090638-A1,WO-03048564-A1
IT-MI20090638-A1,EP-1394403-A2
IT-MI20090638-A1,EP-1544462-A2
IT-MI20100071-A1,GB-1478873-A
IT-MI20100071-A1,DE-2854228-A1
IT-MI20100071-A1,DE-3027217-A1
IT-MI20100071-A1,US-4614013-A
IT-MI20100071-A1,EP-0854248-A2
IT-MI20100071-A1,EP-1106745-A2
IT-MI20100071-A1,US-2003029107-A1
IT-MI20100591-A1,US-2028483-A
IT-MI20100591-A1,US-2955592-A
IT-MI20100591-A1,US-3945372-A
IT-MI20100591-A1,JP-H11173959-A
IT-MI20100591-A1,US-6083237-A
IT-MI20100591-A1,EP-1384442-A1
IT-MI20100591-A1,GB-2430032-A
IT-MI20101235-A1,GB-422554-A
IT-MI20101235-A1,GB-1091911-A
IT-MI20101235-A1,CH-627806-A5
IT-MI20101235-A1,JP-2005188185-A
IT-MI20112177-A1,
IT-MI20120583-A1,DE-102008000100-A1
IT-MI20120583-A1,
IT-MI20121965-A1,WO-2007048772-A1
IT-MI20121965-A1,EP-2082751-A2
IT-MI20131168-A1,EP-1052605-A2
IT-MI20131168-A1,US-2005179539-A1
IT-MI20131168-A1,DE-202006015887-U1
IT-MI20131168-A1,US-2007075855-A1
IT-MI20131168-A1,US-2009070477-A1
IT-MI20131168-A1,US-2009244279-A1
IT-MI20131168-A1,US-7703996-B1
IT-MI20131168-A1,US-2013113928-A1
IT-MI20131168-A1,US-2013120131-A1
IT-MI20131435-A1,US-4994179-A
IT-MI20131435-A1,GB-2338192-A
IT-MI20131435-A1,EP-1400492-A2
IT-PD20080241-A1,US-2220650-A
IT-PD20080241-A1,CA-964892-A
IT-PD20080241-A1,GB-2299559-A
IT-PD20080241-A1,JP-2003274604-A
IT-PD20120028-A1,EP-0697369-A1
IT-PD20120028-A1,WO-9903774-A1
IT-PD20120028-A1,US-2005150571-A1
IT-PD20120028-A1,EP-2386518-A1
IT-PD20130313-A1,US-4444148-A
IT-PD20130313-A1,NL-9500326-A
IT-PD20130313-A1,CH-688428-A5
IT-PD20130313-A1,EP-1488690-A2
IT-PD20130313-A1,US-2007283895-A1
IT-PG20090064-A1,FR-2888108-A1
IT-PI20090119-A1,DE-8403347-U1
IT-PI20090119-A1,US-4748782-A
IT-PI20090119-A1,US-4887405-A
IT-RM20120435-A1,DE-2452181-A1
IT-RM20120435-A1,WO-8201068-A1
IT-RM20120435-A1,JP-2001070770-A
IT-RM20120435-A1,US-2011036761-A1
IT-RM20120435-A1,US-2011079519-A1
IT-RM20130677-A1,GB-354092-A
IT-RM20130677-A1,GB-395579-A
IT-RM20130677-A1,GB-554755-A
IT-RM20130677-A1,WO-9510731-A1
IT-RM20130677-A1,CN-201181689-Y
IT-RM20130677-A1,WO-2010012137-A1
IT-RM20130677-A1,EP-2175194-A1
IT-RM20130677-A1,EP-2180244-A1
IT-TO20080948-A1,JP-H11163585-A
IT-TO20080948-A1,JP-2000196288-A
IT-TO20080948-A1,US-6147302-A
IT-TO20091056-A1,
IT-TO20101046-A1,US-4340791-A
IT-TO20101046-A1,DE-19705068-A1
IT-TO20101046-A1,GB-2374981-A
IT-TO20101046-A1,EP-1615249-A2
IT-TO20101046-A1,EP-2164085-A1
IT-TO20110491-A1,US-3730372-A
IT-TO20110491-A1,DE-29820850-U1
IT-TO20110491-A1,GB-2401025-A
IT-TO20120257-A1,US-6396400-B1
IT-TO20120257-A1,GB-2410144-A
IT-TO20120257-A1,EP-2361003-A2
IT-TO20120257-A1,US-2012050998-A1
IT-TO20120966-A1,WO-9718673-A1
IT-TO20120966-A1,WO-0147286-A2
IT-TO20120966-A1,US-2001030710-A1
IT-TO20120966-A1,US-2008284910-A1
IT-TO20130064-A1,US-2749704-A
IT-TO20130064-A1,JP-S5228358-A
IT-TO20130064-A1,DE-4334646-C1
IT-TO20130064-A1,WO-2007113603-A1
IT-TO20130449-A1,US-5277291-A
IT-TO20130449-A1,DE-4342007-A1
IT-TO20130449-A1,WO-9961231-A1
IT-TO20130449-A1,JP-2000015487-A
IT-TO20130449-A1,JP-2000167694-A
IT-TO20130449-A1,WO-0040397-A1
IT-TO20130449-A1,WO-0047398-A1
IT-TO20130449-A1,JP-2001038493-A
IT-TO20130449-A1,JP-2004223609-A
IT-TO20130449-A1,DE-10323611-A1
IT-TO20130449-A1,WO-2004106047-A1
IT-TO20130449-A1,JP-2005111552-A
IT-TV20100060-A1,EP-0785406-A2
IT-TV20100060-A1,US-6636826-B1
IT-TV20100060-A1,EP-1762811-A1
IT-TV20100060-A1,US-7296358-B1
IT-TV20100060-A1,
IT-TV20130100-A1,CH-599412-A5
IT-TV20130100-A1,US-4280686-A
IT-TV20130100-A1,DE-3839369-A1
IT-TV20130100-A1,WO-9718736-A1
IT-UB20153011-A1,US-1757276-A
IT-UB20153011-A1,JP-H09249288-A
IT-UB20153011-A1,US-6047496-A
IT-UB20153011-A1,US-6063418-A
IT-UB20153011-A1,US-2002182104-A1
IT-UB20153011-A1,WO-2004008886-A1
IT-UB20153011-A1,AU-2008100141-A4
IT-UB20153011-A1,EP-2165613-A1
IT-UB20153011-A1,WO-2011053676-A2
IT-UB20155794-A1,US-2002052159-A1
IT-UB20155794-A1,US-2013271301-A1
IT-UB20155794-A1,GB-2506108-A
IT-VI20090094-A1,DE-10065250-A1
IT-VI20090094-A1,EP-1336359-A1
IT-VI20100292-A1,US-3570190-A
IT-VI20100292-A1,DE-7912841-U1
IT-VI20100292-A1,US-2005136813-A1
IT-VI20100292-A1,WO-2011026806-A1
IT-VI20100303-A1,DE-424156-C
IT-VI20100303-A1,JP-H05237199-A
IT-VI20100303-A1,US-5392990-A
IT-VI20100303-A1,US-2004089735-A1
IT-VI20100303-A1,FR-2855369-A1
IT-VI20120058-A1,US-2288042-A
IT-VI20120058-A1,EP-0340381-A2
IT-VI20120058-A1,FR-2856661-A3
IT-VI20120058-A1,US-2006255109-A1
IT-VR20100047-A1,FR-2531932-A1
IT-VR20100047-A1,FR-2668124-A1
IT-VR20100047-A1,EP-1148032-A1
IT-VR20100047-A1,KR-20020095410-A
IT-VR20100047-A1,WO-2006047943-A1
IT-VR20100047-A1,WO-2006135355-A1
IT-VR20100047-A1,US-2009250131-A1
IT-VR20100084-A1,WO-9003724-A1
IT-VR20100084-A1,US-2008201582-A1
IT-VR20100084-A1,GB-2447241-A
IT-VR20100084-A1,WO-2008145170-A1
IT-VR20110097-A1,GB-1199812-A
IT-VR20110097-A1,GB-1387959-A
IT-VR20110097-A1,US-4611705-A
JP-1561022-S,JP-S487886-U
JP-1561022-S,JP-S6229223-U
JP-1561022-S,JP-3084779-B2
JP-2000026278-A,JP-S60156617-A
JP-2000026278-A,JP-H01216934-A
JP-2000026278-A,JP-H05178747-A
JP-2000026278-A,WO-9617598-A1
JP-2000050932-A,US-1727954-A
JP-2000050932-A,US-2080453-A
JP-2000050932-A,US-2784756-A
JP-2000050932-A,JP-S6143414-U
JP-2000050932-A,JP-H0318965-A
JP-2000050932-A,JP-H0343044-A
JP-2000071474-A,JP-S59185657-A
JP-2000071474-A,JP-S59185658-A
JP-2000071474-A,JP-H01209147-A
JP-2000071474-A,JP-H0359016-U
JP-2000071474-A,JP-H055579-A
JP-2000075123-A,JP-H09127327-A
JP-2000075123-A,JP-H09203803-A
JP-2000075123-A,JP-H09230129-A
JP-2000075123-A,JP-H09230123-A
JP-2000075123-A,JP-H09318812-A
JP-2000075123-A,JP-H1086508-A
JP-2000075123-A,JP-H10115703-A
JP-2000075123-A,JP-H10197715-A
JP-2000075123-A,WO-9948339-A1
JP-2000075123-A,WO-9948399-A1
JP-2000075123-A,JP-H11271753-A
JP-2000075123-A,JP-H11329741-A
JP-2000076260-A,JP-H0793353-A
JP-2000088025-A,JP-S58195321-U
JP-2000088025-A,JP-S60107433-U
JP-2000088025-A,JP-S6239021-U
JP-2000088025-A,JP-S62237129-A
JP-2000088025-A,JP-H0234822-U
JP-2000088025-A,JP-H02107840-U
JP-2000088025-A,JP-H06304676-A
JP-2000088025-A,JP-H0824963-A
JP-2000088025-A,JP-H0988953-A
JP-2000090783-A,JP-H06176664-A
JP-2000090783-A,JP-H08279417-A
JP-2000104202-A,JP-S5656904-U
JP-2000104202-A,JP-S60258301-A
JP-2000104202-A,JP-S61184706-U
JP-2000104202-A,JP-H0978501-A
JP-2000136750-A,JP-S6238854-A
JP-2000136750-A,JP-H0942042-A
JP-2000136750-A,JP-H0979083-A
JP-2000137497-A,JP-H05316355-A
JP-2000137497-A,JP-H08160998-A
JP-2000137497-A,WO-9738497-A1
JP-2000137497-A,JP-H1039897-A
JP-2000137497-A,
JP-2000140930-A,JP-S6061114-A
JP-2000140930-A,JP-H0852502-A
JP-2000140930-A,JP-H0967648-A
JP-2000146689-A,JP-S54105585-U
JP-2000146689-A,JP-S57104828-A
JP-2000146689-A,JP-H04360588-A
JP-2000146689-A,JP-H06283766-A
JP-2000146689-A,JP-2000121432-A
JP-2000176202-A,JP-H0478401-A
JP-2000176202-A,JP-H08208554-A
JP-2000176202-A,JP-2000096067-A
JP-2000212171-A,US-3379676-A
JP-2000212171-A,JP-S57188576-A
JP-2000212171-A,JP-S57193467-A
JP-2000212171-A,JP-H04294330-A
JP-2000212171-A,JP-H09316061-A
JP-2000243350-A,JP-S52120586-A
JP-2000243350-A,JP-H01128345-A
JP-2000243350-A,JP-H09171797-A
JP-2000251468-A,JP-H08212778-A
JP-2000251468-A,JP-H08221978-A
JP-2000251468-A,JP-H09223389-A
JP-2000253014-A,JP-H04322532-A
JP-2000253014-A,JP-H0746257-A
JP-2000253014-A,JP-H0936846-A
JP-2000253014-A,JP-H09214477-A
JP-2000253014-A,JP-H09247156-A
JP-2000253014-A,JP-H10271122-A
JP-2000253014-A,JP-H10271115-A
JP-2000260792-A,JP-H07153798-A
JP-2000260792-A,JP-H10163599-A
JP-2000260792-A,JP-H10313022-A
JP-2000277168-A,JP-H07241041-A
JP-2000277168-A,JP-H08138746-A
JP-2000277168-A,JP-H08182213-A
JP-2000277168-A,JP-H08308103-A
JP-2000277168-A,JP-H10136578-A
JP-2000277168-A,JP-H10191571-A
JP-2000308412-A,WO-9805196-A1
JP-2000308412-A,JP-2000139208-A
US-2013242920-A1,US-2005111476-A1
US-2013242920-A1,US-2006057965-A1
US-2013242920-A1,US-2009097586-A1
US-2013242920-A1,US-2010027456-A1
US-2013242920-A1,WO-2010124725-A1
US-2013242920-A1,US-2011149914-A1
US-2013242920-A1,US-2011199990-A1
US-2013242920-A1,US-2011243208-A1
